1/1	03:11:48
1/1	03:16:48
1/1	03:29:39
0/1	03:38:39
1/1	13:26:41
1/1	13:36:27
1/1	13:41:27
1/1	13:46:27
1/1	13:51:27
1/1	13:56:27
1/1	14:01:27
1/1	14:06:27
1/1	14:11:27
1/1	14:16:27
1/1	14:21:27
1/1	14:26:27
1/1	14:31:27
1/1	14:36:27
1/1	14:41:27
1/1	14:46:27
1/1	14:51:27
1/1	14:56:27
1/1	15:01:27
1/1	15:06:27
1/1	15:11:27
1/1	15:42:38
1/1	15:47:38
1/1	15:52:38
1/1	15:57:38
1/1	16:22:17
1/1	18:23:26
1/1	18:28:26
1/1	18:33:26
0/1	18:38:26
1/1	20:01:00
1/1	20:06:00
1/1	21:06:11
1/1	21:19:34
1/1	21:24:34
1/1	21:29:34
1/1	21:40:35
