1/1	00:48:01
0/1	00:53:01
1/1	16:20:58
1/1	16:25:58
0/1	16:30:58
1/1	16:42:13
1/1	16:47:13
1/1	17:38:42
1/1	17:43:42
1/1	17:48:42
1/1	17:53:42
1/1	17:58:42
1/1	20:07:32
1/1	20:12:32
1/1	20:28:14
0/1	20:33:14
0/0	20:42:11
1/1	20:47:11
1/1	20:52:11
1/1	22:16:24
1/1	22:21:24
1/1	22:26:24
1/1	22:31:24
1/1	22:36:24
1/1	22:41:24
1/1	22:46:24
1/1	22:51:24
1/1	22:56:24
1/1	23:01:24
1/1	23:06:24
1/1	23:11:24
1/1	23:16:24
1/1	23:21:24
1/1	23:26:24
1/1	23:31:24
1/1	23:36:24
1/1	23:41:24
1/1	23:46:24
1/1	23:51:24
1/1	23:56:24
