1/1	00:01:24
1/1	00:06:24
1/1	00:11:24
1/1	00:16:24
1/1	01:34:58
1/1	02:00:06
1/1	02:25:57
0/1	14:04:20
1/1	14:49:09
1/1	14:54:09
1/1	14:59:09
1/1	15:04:09
1/1	15:09:09
1/1	15:14:09
1/1	15:19:09
1/1	15:24:09
1/1	15:29:09
1/1	15:34:09
1/1	15:39:09
1/1	15:44:09
1/1	15:49:09
1/1	15:54:09
1/1	15:59:09
1/1	16:04:09
1/1	16:09:09
1/1	16:14:09
1/1	16:19:09
1/1	16:24:09
1/1	16:48:45
1/1	17:04:38
1/1	17:21:59
1/1	18:11:09
1/1	18:16:09
1/1	18:21:09
1/1	18:26:09
1/1	18:31:09
1/1	18:54:45
1/1	18:59:45
1/1	22:51:35
1/1	22:56:35
1/1	23:01:35
1/1	23:13:54
1/1	23:18:54
1/1	23:23:54
1/1	23:28:54
1/1	23:50:07
